id, generated,ranking
1448,Fictitious worlds are not real things.
1645,Rockets are not a form of transportation.
1718,Planes do not float on water.
1689,Wood is not flammable.
877,Staying up for long hours is not relaxing.
1692,A stove cannot sit on a pan
780,You can't fry a laptop
1092,A goldfish cannot eat a cat.
569,Ovens are not used for storing food.
1410,Noodles are not eaten during movies.
1176,A full stomach does not lead to overeating.
870,A cow does not have rust.
166,The sun cannot be turned off.
795,Refrigerator is not a heat source.
242,Birds cannot rent rooms.
1661,No one can win the lottery every time.
728,An apple is not a vehicle.
916,Lunch is eaten in the evening.
294,A breeze is not strong enough to make a man slip.
919,Murder cases are not happy events.
1245,Petrol station is not a place to write exam
1032,Eating fried food will make your diet more unhealthy.
1775,No one can go bankrupt
997,Telephone is not an organ
746,A doctor does not sell bread
260,Fish do not swim in sand.
271,Lead is poisonous.
933,A cat is too big to fit in a fridge.
491,You don't need patients to be a doctor.
649,A giraffe is too big to fit on the back of a bike
1842,War is a bad thing and harms everyone.
71,Pictures are not harmful to health.
341,A bird is too big to be swallowed by a worm.
777,Wine does not contain cooking oil.
1817,An elephant is much bigger than a bicycle.
760,Cows do not fly.
839,Fish don't watch TV.
587,Orange serfs are not printed on them.
362,Glasses are not clear.
1716,Zebras do not swim.
892,Sharks are not found in the woods.
25,Chocolate bars are not metal.
1745,Monkeys are too big to fit in a cup.
1955,A refrigerator does not have the ability to clean.
1791,An apple does not bite.
1650,A car is much bigger than a fridge.
1722,Winter is cold and short dresses are not suitable for it.
1778,An anvil is too heavy to float.
1836,An apple is not a vehicle.
1887,Cuba is not a place where snows occur.
329,Park cannot run
1697,A semi-truck engine cannot fit in a s2000.
1390,Hospitals do not have a kookeeper.
407,Banana pits are not sharp enough to break teeth.
1724,You can't write a book by signing.
1421,Winter is not the same time every year.
397,A video game cannot run.
675,Pharmacy is not a place to cut hair.
2,Humidity is not a form of heat.
142,Snowmen are made of ice.
853,A house is much bigger than a fridge.
1320,A hall cannot adjust to man's view.
1042,A pencil is not a vehicle.
907,A bottle is not a form of entry.
1011,Pillows are not edible.
261,It cannot be cold and hot at the same time.
620,Ice skating is not a place to break a lamp.
326,Saltwater is not a drink.
1902,A cheetah is not a race car.
86,A home is not a place for violence.
300,Horses are not hung in a hallway.
570,Lobsters do not live in the mountains
68,School is not a place to laugh.
1531,Cars do not fly.
1246,Blackberries and strawberries are different.
1690,Fish can't breathe underwater.
608,Men do not mow lawns when it is raining.
1765,Tylenol tablets do not cure headaches.
1205,Wheels are not edible.
586,CNN is a news channel.
469,Tennis is not a form of transportation.
1276,You can't fly to a school.
1731,Dinner is eaten before going to work.
171,Wind does not push the tree.
474,Circuses have only animals
1392,You don't need to see to write
1491,A chair cannot play video games
1627,Robots are not omniscient.
1702,Cows don't eat mountains.
1774,Fish don't live in the ocean
612,Boats are not used for road drives.
1743,My sister is a female.
1504,Fish do not live in computers.
1278,A horse is much bigger than a cage
312,No one will ever die.
1431,Whales are not able to fly.
1299,Tears come out of the eyes.
1534,A car cannot fit in a purse.
1138,A human cannot run out of juice.
1575,Lions don't eat ice cream.
638,Rice bags are not sold in shoe shops.
628,A barber does not shovel snow.
1787,A nostril is used for breathing.
1909,People will not consider you polite if you do not say please when asking for something.
653,A horse is not a clothing item.
1417,A scholar does not get paid.
357,Cats are not bipedal creatures.
1929,A clock does not show animals.
1604,Michael is not a character at the game
676,Shoes are not used to send messages.
1558,Blade is not a writing tool.
968,A stop sign is never white.
1553,Abuse is bad and harmful.
447,Fruit is not a living thing.
20,Library is not a place to be met with an accident.
108,Beans are not used to make juice.
73,You can't read a bottle.
732,Cycle is not a vehicle.
845,Boulders are not food for monkeys.
414,"Lions, witches, and wardrobes are not found in books."
1393,A boat cannot fly over a river
809,Dog does not have the ability to teach.
1636,Restaurants are not places to cook food.
1832,You don't need to study to open a door.
762,A bear cannot fit into a pot
422,A protein bar is not alive.
1956,You don't wear bathing suits to school.
1262,A fridge is not a place to kick a warm glass of water.
131,No one can breathe in outer space without protection.
835,Humans only have two hands.
1415,Detergents are not used in an investigation.
1918,A cat is much bigger than a bowl.
1619,A giraffe is much bigger than a freezer.
938,People do not bark at dogs.
1788,The oven is not a place to put money.
1240,Fish cannot be shucked.
1828,Pen does not have ink
413,A heater is not a cooling device.
1656,There is no such thing as a blue Corvette.
1304,Watching horror movies is not a good way to get a girl's confidence.
1664,Bra is not a support for breasts.
526,A waterfall does not flow up.
150,A soccer ball is not edible.
993,Dogs don't give birth to hot dogs
1313,Basketball is played with the hands.
647,Piranhas are not a swimming pool.
1322,Flowers need water to grow.
197,Dolphins are not fast enough to fly.
591,Farmers do not sell paintings.
966,A car is too big to fit in a dog.
1012,Going to the gym helps you stay healthy.
1501,Japan is not a currency.
1131,Water quench thirst.
678,Shoelaces are not tied with shoulders.
427,Tigers are not found in desks.
743,Lawyers do not cure sickness.
1054,Bottle is not a drink.
349,Kangaroos do not run on gasoline.
602,Swimming is a summer activity.
799,A dry cleaner does not clean doors.
46,A stove cannot walk to the fire
988,Cows don't eat bikes.
827,Watermelons do not have seeds.
1376,Theater is not a place to have operation
1750,Water would not fit in a cage
147,Cars stop at a red light.
48,A cat does not have a tail
580,A heater is not a means of cooling.
455,Sweating is not a body mechanism to look cool.
1676,Stones are not edible.
286,Bricks do not belong in the washing machine.
1004,A kitten does not bite a leg
1895,Internet is a communication medium
1789,A building is much bigger than a bucket.
1948,Game consoles are not visible without contact lenses.
634,Bark is not a communication medium.
973,A table is not a device to turn on.
979,A carpet cannot be put on a lake
22,Eraser is not a tool to erase a campfire.
336,A rotary phone does not record a person.
472,No one can live 100 miles from Saturn.
372,Pterodactyls are not pets.
1282,"If it's dark, turn the light on."
36,Horses are not baked.
1427,Bananas are not addicted to anyone.
978,People can't walk without moving
1928,Mammals do not include alligators.
1197,Football is not played by mathematicians.
1413,Rainfall is not a thing that can be made.
233,There are no observatories at the bottom of the ocean.
1829,A stove is much bigger than a plate.
872,Smoking is not good for your health.
1128,You need to wear a helmet to ride a motorcycle.
575,Human is not the fastest mammal on the planet
724,Robots don't have feelings.
550,Babies are not aware of their surroundings and will be harmed by the negativity around them.
1481,A newborn baby cannot walk.
1770,There is no peace during war.
238,Ice does not contain nutrients.
902,A smartphone is used for communication.
824,Watermelon contains more water than a banana.
319,A person can not fall up the stairs.
773,Coffee is not a drink
424,A snake is not a food.
1772,Neighbor is a person who lives near you.
545,A pharmacy does not sell pets.
288,The sky is not orange.
753,Watering a phone is not a way to water it.
119,Public buses are not used to go to school.
1701,Acceleration is not a sign of a red signal.
1874,Snakes don't have feet.
76,The moon does not fall from the sky
1020,"If you don't brush your teeth, you get dark"
1264,People do not fly to work
241,Eating pizza does not require a masters degree.
1242,A gorilla is much bigger than a box.
75,You can't write an essay on a national monument.
446,A flower vase does not contain artificial flowers.
648,Shoes are not used for playing games.
568,Rocks are not walkable.
1736,A building is much bigger than a cat.
1879,Grass grows in the soil.
1574,A store is for shopping.
911,Mosquitos and ants are not edible.
556,Police don't take orders at restaurants.
747,Social animals live in packs.
1294,Milk is not a baby.
891,A brick is not a bookmark.
239,A man is not a rubber.
1436,Moon is not a place to receive bill.
1882,Babies are not sold on Facebook.
779,Rainbows cannot be touched.
1045,The earth will not get wet if it rains
1655,Dogs don't hate their hosts.
1839,You can't hide behind a book.
1215,A book cannot be sent by email.
1061,Dogs don't yell.
202,An x-ray can't see people without clothes.
1414,Cupboard is not a vehicle.
707,Tacos are not a drink.
1171,Socks are not tied before leaving for flight
1603,Eyes cannot be shaved.
1735,Snakes don't eat elephants.
644,Water does not flow into the river.
1997,Hard-working people don't play phone games.
130,A notebook does not have the ability to plupluin
137,Walking is not faster than driving.
597,Eating candy is not a crime
1687,Hello is not a throwable object.
1715,A broomstick is not a means of transportation.
1633,Tigers don't wear pants.
976,A car salesman does not have the expertise to treat a toothache.
1734,Air is not edible.
904,Fire cannot burn without oxygen.
1055,Frogs can't fly.
103,Cars don't dance.
915,You can't post a letter without stamps.
749,Water is not found in the desert.
165,Books don't have the ability to return people.
1303,People do not have two necks.
1990,There is no such thing as a round ball.
272,Salsa is not blue.
1669,No one buys a new tv every day
1147,Birds do not build nests in bedroom closets.
471,Snowmobiles are not designed to wear snowsuits.
685,Bathing doesn't make shirts wet.
1423,A boat cannot tow a truck.
1169,A hole cannot make a boat float.
1810,A car cannot drive up stairs.
1835,A motorcycle cannot be put on a table.
1050,Dog food is not edible.
1495,Making a movie can't be a single job in summer
662,Piano is not a musical instrument
951,Hot grease would melt the cup.
1166,A pot does not contain herbs.
106,You can't win a race by winning it tomorrow.
1272,Orange juice does not contain water.
283,It gets colder as you leave it out.
228,Gloves are not worn on your feet.
1974,Swimming in Texas is not a place to see
1374,It does not snow in the summer.
791,Smoking is bad for health.
335,Dinosaurs are extinct.
35,Pigs don't lay eggs.
1795,The sun does not come from sunlight.
90,Bike cannot overtake the car
655,A doctor does not smash bones.
1488,A painting cannot float in air.
1578,Lotion is not used for moisturizing tea.
1049,Barbed wire is not comfortable.
466,Whales are found in the ocean.
1149,Fat and sugar are not healthy foods.
1484,Sugar is not a food.
360,Clothes cannot run.
530,Cheetah is a wild animal and cannot be washed up on the beach.
1309,Not all people enjoy sports.
1751,No one can die twice
1624,Broken glasses can't help you see better.
222,Bananas are not used for answering calls.
445,Airplanes do not swim.
1109,Elephants are the largest land mammals.
682,Petrol is not a liquid
1621,Men are more intelligent than women.
383,A zoo is not a place to throw bananas.
387,Pyromaniacs do not start fires.
1922,Dinosaurs are extinct.
1914,Boys are taller than girls on average.
740,A fin is too small to move a desk.
774,Plastic cannot be put on bread
185,Famines cause people to lose weight.
1181,Salt is not a water source.
1277,Stones are not edible.
646,A hospital is not a place to sleep.
1521,Sandwiches are not made with chalks.
72,There are only 24 hours in a day.
1239,Global warming will make the temperature higher.
1302,A train is too big to fit in a house.
1894,A bus stop is not a place to wait for a flight.
183,A widow is a person who dies.
666,Parents are not edible.
1985,Water is not edible.
759,Ducks only have one hand.
214,A doctor does not fail medical school.
1284,Elephants are not pink.
1331,Dirty clothes don't belong in the cabinet.
629,Library does not have a grinder.
1119,Pepper is not a condiment.
144,Dogs do not have hooves.
316,"If you don't communicate with each other, you can't communicate at all."
926,A hat cannot fit inside of a person's head.
643,Washing machines are not used for cleaning plates.
1876,Ironing clothes will make them dirty.
734,Shoes are not kept in the fridge.
225,Potatoes cannot be turned on.
1307,Cruises ships don't stop at crossroads.
811,Lime and cement are not edible.
1034,Birds don't wear shirts
139,An umbrella is not worn on a head.
127,The sun is very hot.
761,A whale is too big to carry in a car
679,You can't fish in a Jeep.
817,Apples don't taste spicy.
1007,A two-year-old baby cannot drive.
1136,Bleach is not a liquid.
1339,You can't run on the sun.
384,A room is not a place to jog.
243,Owls are black.
1744,Dinosaurs are extinct.
713,A school locker is much bigger than a dresser.
764,Clouds are not suitable for human habitation
1058,Wallets are not used to hold eggs.
421,A janitor does not have the knowledge to create financial models.
721,Giraffe is not a live thing.
1926,A child cannot be put in an oven
632,Chainsaw is not used to cut grass
921,You can't swim on a track.
720,Time-lapse is not a thing to make.
1814,Wolves don't howl.
665,You can't write a book by breaking a pen.
563,Oiling the floors will not make them cleaner.
691,A VCR is not used to turn on the TV.
1027,Airplane is not a clothing item.
444,No one dyes their feet.
1163,Breaking the law will not reward people.
390,Ash is not a Pokemon.
788,Mixing console is not a communication device.
373,Grass is not sharp enough to cut a weed whacker.
1972,Planets are not for sale.
1198,A fan cannot sleep
1326,A car cannot hold that many people.
1022,You can't ride a car on the ocean
579,There is no subway in the country.
1786,A cat is too big to fit in a cup
97,Mop is not used to clean carpets.
1549,Mobile phones are not food.
1082,Houses are not found in lakes.
1706,Dead men have no senses.
56,A baby cannot fit in a driver seat.
673,Dumbbells are not used for typing.
794,Liquid nitrogen is very dangerous.
403,An ant is too small to step on a child.
614,A can opener is not a tool to open a can.
45,Babies do not belong in a dog house.
1029,A cat is too big to fit in a freezer.
1259,An elephant is too big to jump into a car.
1013,Crackhead is a drug addict.
47,Bananas are not edible.
527,Electricians do not generate electricity.
1698,Hawaii is not a swimming destination.
1006,Rivers are too deep for scissors to cut through.
1847,A sandwich is not a living thing.
1110,"If he's the most intelligent and brilliant in his class, he should perform well."
1868,Protest news is not a good thing to hear.
1796,A pig is too big to fit in a pocket
1960,Cows do not study at college.
1514,Dubai is not part of Asia.
604,Running shoes are not used to take a bath.
1612,Fishes can't walk.
102,Ants are not known to harm children.
513,Women are usually smaller than men.
248,Dinner is not a place for dancing.
193,Wood is not made out of metal.
1622,Roses are red and violets are blue.
1475,Kangaroos are not found on every continent.
920,Dancers don't have the ability to rescue people.
1927,Turkeys are not made by sandwiches.
52,No one can take a high jump up to 200 meters.
1585,Heaven is beautiful.
1607,Museum is not a place to go
1060,Lion is not a person.
1739,Fish do not have hair.
250,An oven mitten is used to take things out of the oven.
1852,A pony is too big to fit in a lock.
576,Banks lend money without any interest.
705,Glue is not edible.
945,"People sleep in their beds, not on the bus stop."
613,Teachers do not scolded the principal.
1793,Bike is not a thing to put on.
324,A filing cabinet is not a paper.
339,Birds are not that tall.
1229,Milk contains a lot of nutrients.
650,A spoon is not sharp enough to cut the onion.
1506,A conductor does not fly a plane.
333,Gloves are not worn on feet.
6,Honey is the favourite food of Grizzly bears.
1449,A cat is too big to fit in a kennel.
1419,Teleporting takes very little time.
15,A frog does not have claws or a stinger.
1584,A handkerchief is not used for eyes.
1630,Giving days are not part of the new year.
611,A counter is much bigger than a lamp.
1432,An elephant is too big to fit in a frying pan.
1293,Rocks do not float.
429,Motor oil is not a drink.
1942,Bowling balls are not swimming objects.
252,Bricks are not baked.
1001,A florist does not deal with horses.
1569,Breakfast is not a means of protection from the rain.
1885,Internet is a communication tool.
1352,Top hats are not in the freezer.
332,Shoe is not a place to sleep.
1536,Ships are not sunk when they enter Canada.
1442,Fish do not fish
1510,A basketball is too big to fit in a cup.
606,Curling your hair is not the last thing you do when you leave home.
1781,A car is too big to fit in a sink
901,A grizzly bear is much bigger than a baby.
402,A post-it note is not a thing to hang on a pin-board.
1311,Snowsuits are worn in winter.
279,You cannot fly an airplane to Jupiter.
1891,The sky is not underground.
1472,Arizona is one of the hottest places in the USA.
53,A graphics tablet does not play games on a computer
10,Zebra is not a museum
1892,The library has many storybooks.
880,Giraffe is not a toy.
1070,Dogs do not come in many colors.
420,Ice cream would melt in the oven.
1741,Tortoises don't run faster than cats.
1301,A motorcycle is too big to fit in a wallet
1917,Games are fun.
219,Plates are not used for drinking.
1204,A car cannot go to a church service.
1230,Interviews are done after the interviewee is hired.
1179,"If he is retarded, he will not pass the examination."
960,You cannot drive a car for 40000 miles without stopping for an oil refill
615,A hardware store does not have haircuts.
1165,Rice bags are not sold in shoe shops.
24,You can't walk across the ocean.
273,Rainbows appear in the sky.
1428,Birds can fly.
862,You don't throw football to the bat
1830,Library is not a place to find books.
1409,Snakes are not edible.
1993,A Kitchen spoon is not sharp enough to cut meat.
622,A giraffe does not ride a bicycle
607,A fridge is not a place to start a fire.
588,Animals do not dance
1344,Aliens don't exist.
990,Toilet is not a place to have pear
1323,Colgate is not a brand beer
315,Clowns do not make shirts.
28,Armadillo is not a sandwich.
347,You can't wear a notebook.
408,Old cars are not expensive.
756,You can't get fresh fruits and vegetables by destroying them.
1677,No one wants a dirty house
1877,Cheetah is the fastest animal
462,Not all mammals have fingerprints.
630,"If it is sunny, you would not get wet."
846,A dangerous-looking man is not a person to run toward.
1115,Cats do not play cards.
1880,Leaves are not useless.
1018,Zoo is not a place to go swimming and fishing
584,Elephants do not live at the north-pole.
917,A microwave is too big to fit in a suitcase.
1934,Doctors don't need to study
1127,A cat cannot save a drowning child.
1908,A giraffe is much bigger than a pantry.
1502,A snowsuit is not suitable for swimming
1818,You can't drive safely with your eyes closed.
180,Diesel is not a drink.
621,A barbecue is not a barbecue
1173,Whales live in the ocean.
805,Ice cream does not go in the oven
1811,Vegetarians don't eat horse meat and vegetables.
256,No one can go in a bus.
617,Alcoholic drinks are not served in bowls.
642,You cannot go up a valley.
816,Fire is hot.
1577,"If you do your job badly, you will not be paid."
1265,Chocolate is not found in the wild.
787,A bulb does not cool a room.
374,Tigers cannot be deposited in the banks.
548,Animals don't watch movies.
1106,A neighbor is not a fish.
232,A man cannot walk from his home to the moon.
1170,Flowers are not used to remind people of important events.
1940,A blind person cannot see a car.
589,Apples are not found in orchards.
1498,A turkey is a bird.
1387,Sound is not faster than light.
1730,Wood is not edible.
343,A stove is too big to fit in a hat.
767,A car cannot be parked in the middle of the street.
852,Elevators are too big to fit in a car
1834,Beaches don't have men.
1097,Humans do not eat food.
1654,It is not beautiful to stay hydrated.
1725,Water is not flammable.
1003,Cars are not a mode of transportation.
1920,A soccer player would not kick a football into the goal.
1462,The groom cannot throw the bridal party at the bride
1044,"Fishing nets are used for catching fish, not for covering a window."
1733,Houses don't have hands.
499,A front condo is much bigger than a room.
858,A primary school does not accept members under the age of forty.
251,A carpet is not a farm.
1133,A frisbee cannot be kicked into the goal.
765,Supermarkets don't sell tickets.
1507,A cupboard is too big to fit in an oven.
1970,Fish cannot be fed with a ball.
706,A camel is much bigger than a fridge.
1833,A house is too heavy to kick.
1493,Spatulas are not used for fishing.
964,There are many colors.
687,Houses cannot speak.
1523,An airplane is too big to be put on a bed.
1460,Surfboards are not suitable for hiking.
406,Burgers are not grown in backyard.
562,Smartphone is a device used for communication.
1855,A train ticket is not a drying material.
1067,Milk does not contain alcohol.
708,Books are not piglets with flowers in their hair
18,Food is allowed in the house.
442,You can't run on water.
677,Fish can't walk.
207,Pens are not used for painting.
1746,Ignition is not a vehicle.
153,Television is not a place to sit on.
411,A giraffe is much bigger than a store.
134,"Five years after a homework is due, it is not creditable."
1513,A horse is too big to fit in a washing machine
1503,Basketball is played with a basketball ball.
1752,Closing the blinds would make it darker.
430,Plants do not need motor oil.
1933,A shark is much bigger than a fridge.
1378,Flower shops do not sell toothbrush
1433,Cats do not drink milk.
1209,Reading to children is not a way to strengthen them.
1369,Shoes are not used to cook.
498,Lilac bushes don't speak any language.
517,A table cannot be put on a pencil
1286,Grandparents love their children
709,Hair is not a thing to mess up.
443,Window does not speak.
1935,Jumping is not necessary for a person to be healthy.
1346,Children do not take their mother to school
1384,Hats are not designed to protect from an accident.
1223,Helicopters are not used to hit the flag.
269,Rocks are not edible.
356,A lizard cannot climb the ocean.
1314,A grapefruit is smaller than a pumpkin.
823,Summer is not a season of snows.
210,A library is not a place to do laundry.
739,Snakes do not sleep on mice.
595,No one can talk to each other every day
482,The usual way to enter a room is through the door.
1453,Planes don't land at stores.
266,You can't get a burger with a broken leg.
1382,Showers do not make people happy.
1101,You can't rip paper in half.
1518,A scissors is not sharp enough to cut a lawn.
141,Aluminum is not necessary for dogs to survive.
552,A bookshelf does not have hair.
1631,A man cannot fit in an oven.
140,Cars are not able to go the speed of light.
1080,Stones are too hard to fit in a fridge.
1214,Books are not used to watch movies.
460,Swimming across the ocean is not possible.
1036,Dinosaurs are extinct.
379,Coffee beans are not edible.
1019,A chair would not fit in a basket.
1315,A dumpling would not fit in a washing machine
334,A horse cannot use a trunk to drink water
731,Mud is not a food.
715,Cell phones do not need to be watered.
375,A dog cannot lay on the ceiling.
419,A dog cannot cut down a tree.
842,A disco is not a place to pray.
1159,Peppers don't grow on trees.
1221,"If he dislikes her, he wouldn't want to have a date."
1404,Nothing can be worn on the street.
641,A bookstore does not sell bikes.
32,A farm does not go to a farm
1591,People need to read to survive.
1129,You can't grow volleyballs.
1666,Theater is not a place to stand up.
1638,John Legend is not a member of the family
554,Scissors are not edible.
224,Horses do not lay eggs
304,Chocolate bars are not noisy.
600,A person's mood does not cause pain.
216,Pianos don't have fire inside of them.
278,A house is too big to park in a park.
66,chemotherapy does not affect hands.
1164,Tickets are not sold on the train.
1684,Green is not a color.
1905,Honesty is not a crime.
138,No one likes to sing loudly at work
1988,Whales don't swim in the sky.
1587,Marbles are not shoveled.
1783,Wheat is not harvested in the classroom
1360,A cow is much bigger than a kennel.
1455,Lions don't use litter boxes.
302,A chair is not a book.
768,Ants can protect ancient warriors from harm.
13,Cigarettes are not good for health.
1107,Humans do not have four legs.
1807,Birds do not bark.
695,You can't melt a TV on a bread.
1000,Turtles don't swim.
1653,Fish can't run.
1064,Starfish are not found in outer space
1237,A canvas is not used for serving food.
984,You can't make dinner on a television.
671,Mars has no government.
1691,Hot dogs are not food items.
370,Restaurant is not a place to go after an accident.
1463,Bread is not sweet.
1426,Pink is not a color of girls.
16,A car ignition switch cannot be inserted into a thumb.
798,The gel is to be applied onto the front.
1537,Glasses are not used to smell.
1954,Cars are not used for flying.
1527,Babies do not cry in their sleep.
577,Boats are not vehicles.
840,There are 8 days in a week.
308,No one can run a sandwich.
1897,Cows don't eat chickens.
220,Baseball is not an activity.
1663,Dogs are not used to play cricket.
337,Bats are not able to ride bicycles.
1979,Water is a liquid and cannot be cold.
124,Fish don't live in the sky.
457,Ice cream would melt in the microwave.
1338,Buses are not a place for people to sit on buses
661,You don't wash clothes in the study room
1185,Fruits and vegetables do not contain toxins.
1968,Mailmen do not give birth to babies
1319,Fish are not learning aids.
651,Water bottles are not writing utensils.
1815,Water is not a food.
1599,Ice cream is not kept in the oven.
1827,People usually walk forward.
1258,Insects do not eat men
323,Insects are not ants.
818,Banana grows on the tree.
177,Athletes are fast.
583,Cigarettes are not sold at gas stations.
1567,There is no country in Antarctica.
1108,Dogs can't buy pets.
658,Dogs are social animals
1726,Donkeys don't walk on two legs
1705,Elevators are not used to get to the top of the building.
93,Water does not taste like orange juice
342,A briefcase is much bigger than a document.
1878,Children like to play.
330,Arguments are not something to be striven for.
1824,A ball is not a material that can tear a pair of trousers.
733,Fish and birds are not in public libraries.
199,Popsicles are not made of cotton.
815,Brake is not used to accelerate bike.
1099,Snakes do not play basketball.
542,A ceiling fan is not found under a desk.
1568,Dogs don't eat cats
181,Sky is not a thing to wash.
1773,A chair cannot be planted in a jar.
812,Going to university is not a form of education.
940,Doctors don't send prescription pills by e-mail.
922,A cat is not a material.
736,You can't shoot an elephant in your pajamas.
9,A finger does not fit in a lock
459,A cat is much bigger than a rabbit.
284,Goldfish do not live in shelters.
1991,Zebras are not edible.
1780,A ram is too big to fit in a person's face.
1349,Frogs are not carnivores.
1439,Cats do not like to watch alligators.
681,You kick the ball with your feet.
1288,Rain is not a reason to get caught by police.
1112,A purse cannot float.
393,Spaceships are not cars.
208,Eating an apple will not cause disease.
1324,Dishwashers are used to clean dishes.
405,A hamburger is not a punchable object.
1614,School is not a place to get good grades.
1688,The president of the country is not the person who has to win the vote.
1660,An elephant is not a food item.
1667,An android mobile does not install games from an app store
867,A person with no legs can't impact someone in the subway
1424,Dogs do not lay carpets.
1228,Gym is not a place to watch movies.
948,Refrigerator is not a learning tool.
1864,The world has different time zones.
735,A scarf is worn around the neck.
1674,Ovens do not provide water.
581,Buckets don't tell time.
1394,Rips in the sky are not caused by skyscrapers.
1450,Chairs are not big and heavy machines.
1496,Piano is not a food.
1468,The sky turns red when the sun goes down.
1469,A Carpenter is not a person to chop a train.
1798,You don't teach students burglary
201,A house is too big to be washed by a washing machine.
1290,Water is not a place to sit.
107,Watermelons don't eat.
674,Cotton is not used to make a big mus@@
889,Plastic bags are recyclable.
381,A car would not fit in a closet.
295,Liquid cannot become solid.
385,A sick person cannot travel.
63,A printer does not make vehicle oil.
1913,A whale is too big to fit in a car
1195,Fish don't fight.
1966,Television is not a person.
656,Lions don't go to the movies.
158,Halloween night is a very special night of the year.
81,Eagles are birds.
1822,Water is not a drink.
217,You can't play catch with a boat
1906,Dreams are not real.
1984,Submarines are not used for transportation.
152,A TV cannot float in the air.
1904,The outcome of cutting in line is not waiting.
1579,You need to study to get a higher grade in exams.
1696,A supermarket does not sell cars.
213,Blueberries are green.
1370,Theater is not a place for medical checkup
394,A stove is used to heat the house.
1482,A fork is not a heating device.
969,Plants do not convert sugar to light.
98,Contact lens is for eyes not mouth
565,You can't dance on a lake
89,If you run a marathon for 26 miles you will feel tired.
307,Sand factory is not a place to eat lunch.
959,Lipstick is not a moisturizer.
981,People don't run marathons after dinner.
910,A one month-old baby cannot put the laundry in the drydry@@
78,Owls do not emit light.
1861,A helicopter is too large to fit on a plate.
506,Bathrooms are not a place to rest.
1459,Journal cannot help people in forgetting important events.
1467,Proteins are not enzymes.
67,Fire will burn you if you touch it.
194,A car cannot be taken to a garage.
903,Birds don't have milk to spill.
1605,Plants do not have sunlight.
246,A bush is not edible.
1336,The rich pay more taxes than the poor.
1548,A bowl is not edible.
837,Tigers are not a mode of transportation.
200,Driving fast does not get you a parking ticket.
1440,A shark is much bigger than a lobster.
