534,0
535,1
536,0
537,1
538,0
539,0
540,1
541,1
542,0
543,1
544,1
545,1
546,1
547,0
548,0
549,0
550,0
551,1
552,1
553,0
554,0
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,0
566,0
567,1
568,0
569,1
570,0
571,1
572,0
573,0
574,1
575,0
576,0
577,1
578,0
579,0
580,1
581,0
582,0
583,1
584,1
585,0
586,0
587,1
588,0
589,0
590,0
591,0
592,1
593,1
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,1
606,0
607,1
608,0
609,1
610,1
611,0
612,1
613,1
614,0
615,0
616,0
617,1
618,1
619,1
620,0
621,1
622,0
623,1
624,0
625,0
626,1
627,0
628,0
629,0
630,0
631,1
632,0
633,1
634,1
635,0
636,1
637,0
638,0
639,1
640,0
641,0
642,1
643,0
644,0
645,0
646,0
647,0
648,1
649,0
650,0
651,0
652,0
653,0
654,0
655,1
656,1
657,1
658,0
659,1
660,0
661,1
662,0
663,1
664,1
665,0
666,1
667,1
668,0
669,0
670,0
671,0
672,0
673,1
674,1
675,0
676,0
677,1
678,0
679,1
680,1
681,1
682,0
683,1
684,0
685,0
686,0
687,1
688,0
689,1
690,0
691,0
692,1
693,0
694,1
695,1
696,1
697,0
698,0
699,0
700,1
701,0
702,1
703,1
704,1
705,0
706,0
707,1
708,0
709,0
710,0
711,0
712,0
713,1
714,1
715,1
716,1
717,0
718,0
719,1
720,0
721,1
722,1
723,1
724,0
725,1
726,0
727,1
728,1
729,0
730,0
731,0
732,0
733,1
734,1
735,1
736,0
737,1
738,1
739,1
740,0
741,1
742,1
743,0
744,0
745,1
746,0
747,0
748,0
749,0
750,0
751,1
752,0
753,1
754,0
755,0
756,1
757,1
758,1
759,0
760,0
761,0
762,0
763,0
764,1
765,0
766,0
767,0
768,1
769,0
770,1
771,1
772,1
773,1
774,0
775,1
776,1
777,1
778,1
779,1
780,0
781,1
782,0
783,1
784,1
785,1
786,1
787,0
788,0
789,1
790,0
791,0
792,1
793,1
794,1
795,1
796,1
797,0
798,1
799,1
800,1
801,0
802,1
803,1
804,0
805,0
806,0
807,0
808,1
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,1
817,0
818,0
819,1
820,1
821,1
822,0
823,1
824,0
825,0
826,1
827,0
828,0
829,1
830,1
831,0
832,1
833,0
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,0
842,0
843,1
844,0
845,1
846,1
847,1
848,0
849,1
850,1
851,1
852,0
853,1
854,1
855,0
856,1
857,0
858,1
859,0
860,1
861,0
862,0
863,1
864,0
865,1
866,0
867,0
868,1
869,1
870,1
871,0
872,1
873,1
874,0
875,1
876,0
877,1
878,1
879,1
880,0
881,1
882,0
883,0
884,0
885,0
886,0
887,0
888,1
889,1
890,1
891,1
892,1
893,0
894,0
895,1
896,1
897,1
898,1
899,1
900,0
901,1
902,0
903,1
904,0
905,1
906,1
907,0
908,1
909,1
910,1
911,0
912,1
913,1
914,0
915,0
916,0
917,0
918,0
919,1
920,0
921,0
922,0
923,1
924,0
925,0
926,0
927,1
928,0
929,1
930,0
931,1
932,1
933,1
934,0
935,0
936,0
937,0
938,0
939,1
940,1
941,0
942,0
943,0
944,1
945,0
946,1
947,0
948,0
949,1
950,0
951,0
952,1
953,1
954,1
955,0
956,0
957,1
958,1
959,0
960,0
961,0
962,1
963,1
964,1
965,0
966,1
967,0
968,0
969,1
970,0
971,1
972,0
973,0
974,0
975,0
976,1
977,0
978,0
979,0
980,1
981,0
982,1
983,1
984,0
985,1
986,0
987,1
988,0
989,0
990,1
991,1
992,0
993,0
994,0
995,0
996,0
